"geo_uq_hhid_str","final_status","geo_state","geo_state_id_str","geo_district","geo_district_id_str","geo_ac_id","geo_ac_id_str","geo_ps_id","geo_ps_id_str","lgd_district_id","district_population","total_cases","cases_per_100000","total_deaths","deaths_per_100000","hm_inpatientstotal","tot_hops_per_100000","dist_prop_covid_zone","color_zone","red_zone","orange_zone","district_sample_size","state_sample_size","demo_location","demo_caste","demo_caste_oth","demo_religion","demo_religion_oth","demo_ration_card","demo_ration_card_type","demo_monthly_income","demo_month_income_num","tran_demo_month_inc","demo_fem_hoh_edu","demo_fem_hoh_dropout","asset_car","asset_jeep","asset_motorcycle","asset_scooter","asset_cycle","asset_refrigerator","asset_radio","asset_tv","asset_fan","asset_almirah","asset_stove","asset_pressure_cook","asset_furniture","asset_mobile","asset_index","demo_respondent_gender","roster_age_yrs","demo_marital_status","m_edu","ind_m_edu","f_edu","ind_f_edu","m_working","f_working","m_earning_normal","f_earning_normal","m_earning_current","f_earning_current","inc_normal","tran_inc_normal","inc_current","tran_inc_current","resp_has_son","resp_has_daughter","men_count","women_count","son_count","child_count","newm_milk","newm_pulses","newm_veg","newm_fruits","newm_eggs","newm_fish","newm_meat","newm_index","newf_milk","newf_pulses","newf_veg","newf_fruits","newf_eggs","newf_fish","newf_meat","newf_index","ind_covid_zone","hh_num_inc_reduced","wished_food_self","wished_food_children","ind_meals_reduced","covid_alcohol","ind_covid_alcohol","fem_marital_status","fem_resp_age","fem_resp_edu","ind_fem_resp_edu","fem_resp_children","fem_resp_sons","fem_resp_daughters","fem_resp_has_child","fem_resp_has_son","fem_resp_has_daughter","fem_mom_in_law_in_hh","fem_resp_head_hh","fem_con_children","fem_contraception","fem_dec_usual","rev_fem_dec_change","fem_money_use","ind_resp_more_inv","fem_resource_usual","rev_fem_resource_change","ind_fem_resource_change","fem_depressed","rev_fem_depression_change","ind_fem_depression_change","fem_tired","rev_fem_tired_change","ind_fem_tired_change","fem_worried","rev_fem_worried_change","ind_fem_worried_change","fem_safety","rev_fem_safety_change","ind_fem_safety_change","mental_index_change","fem_refusal","obs_resp1_privacy","obs_fem_honesty","obs_fem_privacy","h4_ave_educ_years","h4_ave_wealth_index","f4_med_milk","f4_med_pulses","f4_med_veg","f4_med_fruits","f4_med_eggs","f4_med_fish","f4_med_meat","f4_ave_tot_children_born","f4_ave_f_occ","f4_ave_f_week","f4_ave_f_daily","m4_med_milk","m4_med_pulses","m4_med_veg","m4_med_fruits","m4_med_eggs","m4_med_fish","m4_med_meat","m4_ave_m_occ","m4_ave_m_week","m4_ave_m_daily","resid5","resid8","resid_diff","work5","work8","work_diff","transit5","transit8","transit_diff"
"10212393442RD3PLW2",1,10,"10",212,"212",393,"393",442,"442","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,1,1,"",1,"",0,NA,6,5500,9.30565071105957,4,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,-0.501766800880432,1,32,1,4,1,4,1,0,NA,8000,NA,0,NA,8000,9.68034362792969,0,0,1,0,1,1,0,3,1,2,2,3,3,3,3,0.25,1,2,2,3,2,3,3,0.5,1,1,0,7,0,2,0,1,28,4,1,3,3,0,1,1,0,0,0,2,4,2,2,0,0,4,1,1,1,3,0,1,3,0,1,1,1,2,1,1,0.333333343267441,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212393634RD3PLW1",1,10,"10",212,"212",393,"393",634,"634","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.717948734760284,"Green Zone",0,0,79,535,1,4,"",1,"",1,2,6,5500,9.30565071105957,1,NA,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0.941743612289429,1,28,1,6,1,5,1,1,NA,10000,NA,9000,NA,10000,9.90348720550537,9000,9.79812717437744,0,1,1,1,0,2,1,1,4,4,3,3,3,0.5,1,1,4,3,3,3,3,0.25,0,1,NA,0,1,4,0,1,25,5,1,2,0,2,1,0,1,0,0,1,4,1,6,0,0,2,2,0,0,2,0,0,2,0,1,1,1,2,1,1,0.333333343267441,NA,2,1,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212393634RD3PLW3",1,10,"10",212,"212",393,"393",634,"634","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,1,4,"",1,"",0,NA,10,9500,9.85219383239746,4,12,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-0.326124459505081,1,25,1,4,1,6,1,0,NA,6000,NA,0,NA,6000,9.39266204833984,0,0,0,1,2,2,0,1,2,2,2,3,4,4,4,0.25,3,2,3,3,4,4,4,0.75,1,1,7,0,1,4,0,1,22,6,1,1,0,1,1,0,1,0,0,0,4,3,3,1,1,3,2,0,1,1,1,1,2,0,0,1,1,2,1,1,0.666666686534882,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212641888RD3PLW1",1,10,"10",212,"212",641,"641",888,"888","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,4,"",1,"",1,2,9,8500,9.74096870422363,1,NA,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0.020002318546176,1,30,1,3,0,5,1,0,NA,6000,NA,0,NA,6000,9.39266204833984,0,0,1,1,3,3,0,4,2,3,3,3,3,3,3,0.5,3,2,3,3,3,3,3,0.75,1,2,7,7,1,4,0,1,55,1,0,4,2,2,1,1,1,1,0,2,NA,1,1,1,0,1,1,1,3,3,0,3,1,1,0,3,0,3,1,1,0.333333343267441,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212641985RD3PLW1",1,10,"10",212,"212",641,"641",985,"985","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,4,"",1,"",0,NA,7,6500,9.47270488739014,1,NA,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.28505265712738,1,25,1,1,0,1,0,0,NA,4000,NA,0,NA,4000,8.98719692230225,0,0,1,0,3,2,0,3,1,1,2,3,3,3,3,0.25,1,2,2,3,3,3,3,0.5,1,0,0,0,0,4,0,1,60,1,0,6,4,2,1,1,1,NA,0,0,3,5,6,1,0,3,2,0,0,2,0,0,2,0,3,1,1,0,2,0,0.333333343267441,NA,2,1,0,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212641985RD3PLW2",1,10,"10",212,"212",641,"641",985,"985","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.717948734760284,"Green Zone",0,0,79,535,2,4,"",1,"",1,2,5,4500,9.10497951507568,4,12,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-1.324373960495,1,26,1,6,1,5,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,2,2,0,2,1,2,3,3,2,2,2,0.25,1,2,2,3,4,4,4,0.5,0,0,0,0,0,4,0,1,20,6,1,2,0,2,1,0,1,1,0,0,6,1,1,0,0,NA,2,0,0,3,0,0,3,0,0,3,0,0,1,1,0,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212681289RD3PLW2",1,10,"10",212,"212",681,"681",289,"289","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,1,"",1,"",1,2,10,9500,9.85219383239746,4,NA,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0.280535519123077,1,21,1,5,1,5,1,0,NA,25000,NA,0,NA,25000,10.8197784423828,0,0,0,1,2,1,0,2,2,2,2,2,2,2,2,0.25,2,2,2,2,2,2,2,0.5,1,1,1,7,1,4,0,1,19,5,1,2,0,2,1,0,1,0,0,4,6,2,1,0,0,5,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212681315RD3PLW2",1,10,"10",212,"212",681,"681",315,"315","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,2,"",1,"",0,NA,7,6500,9.47270488739014,1,NA,0,0,0,0,1,0,0,0,1,0,1,0,1,1,-0.632865726947784,1,63,1,3,0,1,0,1,NA,7000,NA,5000,NA,7000,9.54681301116943,5000,9.21034049987793,1,0,2,2,1,5,3,1,2,3,2,2,2,0.5,3,1,1,3,2,2,2,0.25,1,2,3,NA,0,2,0,1,40,1,0,6,2,4,1,1,1,1,0,NA,6,5,1,0,0,3,2,0,2,1,1,3,3,0,2,3,0,1,2,0,0.333333343267441,NA,2,1,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212681339RD3PLW2",1,10,"10",212,"212",681,"681",339,"339","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.717948734760284,"Green Zone",0,0,79,535,2,4,"",1,"",1,2,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-1.324373960495,1,66,1,1,0,1,0,1,NA,6000,NA,0,NA,6000,9.39266204833984,0,0,1,1,1,2,1,4,3,2,3,3,3,3,3,0.5,3,2,2,3,4,4,4,0.75,0,2,0,0,0,4,0,1,60,1,0,3,1,2,1,1,1,0,0,0,3,2,1,0,0,4,2,0,1,1,1,0,1,1,0,1,1,0,2,0,1,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212681815RD3PLW1",1,10,"10",212,"212",681,"681",815,"815","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,1,"",2,"",1,2,11,12500,10.1266307830811,1,NA,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-0.183019697666168,1,75,1,1,0,1,0,1,NA,5000,NA,4000,NA,5000,9.21034049987793,4000,8.98719692230225,1,1,1,3,2,1,2,1,2,3,2,3,3,0.25,2,1,2,3,4,3,4,0.25,1,3,NA,2,1,4,0,1,60,1,0,5,2,3,1,1,1,0,0,0,3,6,1,1,0,3,2,0,0,2,0,0,2,0,0,2,0,1,1,1,0,NA,2,1,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212748199RD3PLW2",1,10,"10",212,"212",748,"748",199,"199","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.717948734760284,"Green Zone",0,0,79,535,2,4,"",2,"",0,NA,6,5500,9.30565071105957,4,NA,0,0,1,0,1,0,0,0,1,0,0,0,1,1,-0.671505928039551,1,64,1,3,0,1,0,0,NA,5000,NA,0,NA,5000,9.21034049987793,0,0,1,0,1,2,2,2,3,2,3,3,3,3,3,0.5,3,2,3,3,2,3,3,0.75,0,6,7,7,0,4,0,1,28,6,1,4,3,1,1,1,1,1,0,3,6,1,1,1,0,1,2,0,0,1,1,0,3,0,0,2,0,0,3,0,0.333333343267441,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212748348RD3PLW4",1,10,"10",212,"212",748,"748",348,"348","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,4,"",1,"",0,NA,7,6500,9.47270488739014,1,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.97656083106995,1,55,1,1,0,1,0,0,NA,3000,NA,0,NA,3000,8.69951438903809,0,0,1,0,1,3,3,3,3,3,1,4,4,3,4,0.75,3,2,3,4,4,3,3,1,1,0,0,0,1,4,0,1,26,2,0,3,1,2,1,1,1,1,0,0,6,1,1,1,0,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,1,1,1,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10212980600RD3PLW4",1,10,"10",212,"212",980,"980",600,"600","201",3071029,1082,35.2324905395508,3,0.0976871252059937,5431,176.846267700195,0.705128192901611,"Green Zone",0,0,79,535,2,4,"",1,"",0,NA,13,37500,11.2252435684204,5,NA,0,0,1,0,1,1,0,1,1,1,1,1,1,1,3.4335253238678,1,42,1,6,1,6,1,1,NA,25000,NA,25000,NA,25000,10.8197784423828,25000,10.8197784423828,1,0,1,1,0,2,1,2,2,2,3,2,3,0.25,2,2,2,2,3,2,3,0.5,1,0,0,0,0,4,0,1,29,6,1,2,2,0,1,1,0,0,0,0,4,2,2,0,0,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,NA,2,2,2,3.41288280487061,1.60695469379425,2,1,1,3,3,3,3,2.50449562072754,0.984016001224518,0.669080913066864,0.40784215927124,2,2,1,3,3,3,3,0.993697464466095,0.722689092159271,0.394957989454269,13.709677696228,7.19354820251465,-6.51612949371338,-20.1290321350098,-3.29032254219055,16.8387088775635,-52.8709678649902,-44.7419357299805,8.12903213500977
"10222050112RD3PLW2",1,10,"10",222,"222",50,"050",112,"112","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,4,"",1,"",0,NA,5,4500,9.10497951507568,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1.10842680931091,2,65,1,1,0,1,0,0,NA,4400,NA,0,NA,4400,9.08250713348389,0,0,1,1,5,5,1,4,3,1,3,3,3,3,3,0.5,1,1,3,3,4,4,4,0.25,1,3,0,0,0,4,0,1,20,1,0,0,0,0,0,0,0,0,0,NA,1,4,1,0,0,1,1,1,0,3,0,0,3,0,0,3,0,0,3,0,0,NA,1,1,0,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050152RD3PLW2",1,10,"10",222,"222",50,"050",152,"152","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,1,1,"",2,"",0,NA,NA,NA,NA,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1.19327509403229,2,NA,1,8,1,8,1,0,NA,NA,NA,0,NA,NA,NA,0,0,1,0,2,2,0,2,4,4,4,4,4,4,4,1,4,1,1,2,3,4,4,0.25,1,1,0,0,0,4,0,1,27,8,1,2,2,0,1,1,0,0,0,NA,6,4,1,0,0,4,2,0,3,2,0,0,2,0,0,2,0,1,1,1,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050152RD3PLW3",1,10,"10",222,"222",50,"050",152,"152","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,1,"",2,"",1,2,8,7500,9.61580562591553,1,NA,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0.978094935417175,2,38,1,4,1,3,0,1,NA,10000,NA,10000,NA,10000,9.90348720550537,10000,9.90348720550537,1,1,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,3,3,0.25,1,1,0,0,0,4,0,1,30,3,0,2,1,1,1,1,1,0,1,NA,2,1,1,0,0,3,2,0,NA,3,0,0,2,0,NA,3,0,3,3,0,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050515RD3PLW2",1,10,"10",222,"222",50,"050",515,"515","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,1,4,"",1,"",0,NA,6,5500,9.30565071105957,4,NA,0,0,0,0,1,0,0,0,1,0,0,1,0,1,-1.18425381183624,2,32,1,8,1,6,1,1,NA,15000,NA,10000,NA,15000,10.308952331543,10000,9.90348720550537,1,0,1,1,0,1,1,1,1,1,2,2,2,0,1,1,1,1,2,2,2,0,1,0,0,0,1,4,0,1,28,6,1,1,1,0,1,1,0,0,1,NA,NA,2,1,0,0,3,1,1,1,2,0,0,2,0,0,2,0,0,2,0,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050548RD3PLW1",1,10,"10",222,"222",50,"050",548,"548","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,4,"",1,"",0,NA,8,7500,9.61580562591553,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1.94005513191223,2,40,1,4,1,3,0,0,NA,6000,NA,0,NA,6000,9.39266204833984,0,0,1,1,1,1,1,4,2,2,2,3,3,3,3,0.5,2,2,2,3,3,3,4,0.5,1,1,0,0,0,4,0,1,37,3,0,5,1,4,1,1,1,0,1,NA,3,2,1,0,0,2,2,0,0,2,0,1,3,0,0,2,0,1,3,0,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050574RD3PLW3",2,10,"10",222,"222",50,"050",574,"574","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,2,"",1,"",1,3,8,7500,9.61580562591553,8,NA,0,0,0,0,1,0,0,0,1,0,1,1,0,1,-0.492745608091354,2,30,1,6,1,9,1,1,NA,8000,NA,0,NA,8000,9.68034362792969,0,0,1,1,1,2,0,5,1,1,2,2,3,3,3,0.25,1,1,2,2,3,3,3,0.25,1,1,0,0,0,NA,NA,1,28,9,1,5,2,3,1,1,1,1,1,NA,NA,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050665RD3PLW1",1,10,"10",222,"222",50,"050",665,"665","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.652173936367035,"Orange Zone",0,1,124,535,2,4,"",1,"",1,3,11,12500,10.1266307830811,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1.06315958499908,2,30,1,1,0,2,0,1,NA,13000,NA,NA,NA,13000,10.1658515930176,NA,NA,0,1,1,1,0,4,1,1,1,3,4,4,4,0,1,1,1,1,4,4,4,0,0,0,0,0,0,4,0,1,25,2,0,4,0,4,1,0,1,0,1,NA,NA,1,1,1,0,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222050665RD3PLW3",1,10,"10",222,"222",50,"050",665,"665","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,4,"",1,"",0,NA,NA,NA,NA,4,10,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0.149436593055725,2,25,1,1,0,5,1,1,NA,15000,NA,14000,NA,15000,10.308952331543,14000,10.2399597167969,1,1,2,2,2,4,1,1,2,3,3,3,3,0.25,1,1,2,3,3,2,3,0.25,1,0,0,0,0,4,0,1,23,5,1,3,2,1,1,1,1,0,1,NA,NA,2,1,0,0,1,2,0,1,2,0,1,3,0,1,2,0,1,2,0,0,NA,2,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222125371RD3PLW3",1,10,"10",222,"222",125,"125",371,"371","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,4,"",1,"",0,NA,5,4500,9.10497951507568,4,12,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3.17284369468689,1,40,1,6,1,6,1,1,NA,3000,NA,3000,NA,3000,8.69951438903809,3000,8.69951438903809,1,1,1,3,0,4,1,1,2,3,4,3,3,0.25,1,1,3,3,3,3,3,0.25,1,0,7,7,1,4,0,1,26,4,1,2,0,2,1,0,1,NA,0,0,4,1,1,0,0,3,2,0,0,2,0,1,2,0,0,2,0,0,2,0,0,NA,2,1,1,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
"10222125517RD3PLW2",1,10,"10",222,"222",125,"125",517,"517","191",2970541,1710,57.5652732849121,10,0.336639016866684,4147,139.604202270508,0.643478274345398,"Orange Zone",0,1,124,535,2,4,"",2,"",0,NA,11,12500,10.1266307830811,4,8,0,0,0,0,0,0,0,1,1,0,1,0,0,1,-0.371651351451874,2,65,1,1,0,1,0,1,NA,3000,NA,0,NA,3000,8.69951438903809,0,0,1,1,1,2,1,1,1,1,1,3,3,3,3,0,1,1,1,3,3,3,3,0,1,3,0,NA,0,4,0,1,25,1,0,1,0,1,1,0,1,0,0,NA,3,2,1,0,0,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,1,2,2,3.96628022193909,1.84332287311554,2,1,1,3,3,3,3,2.55278468132019,0.98462176322937,0.692019939422607,0.477140486240387,2,1,1,3,3,3,3,0.985632181167603,0.729885041713715,0.448275864124298,13.2258062362671,7.54838705062866,-5.67741918563843,-13.1935482025146,0.0322580635547638,13.2258062362671,-50.2258071899414,-42.0645179748535,8.16128921508789
